,episode_scores
0,-53.364583333333336
1,-79.4375
2,-105.44791666666667
3,-53.364583333333336
4,-51.5959595959596
5,-93.62037037037038
6,-47.26851851851852
7,-111.17391304347827
8,-129.62820512820514
9,-43.86666666666667
10,-81.93650793650794
11,-66.6025641025641
12,-133.94736842105263
13,-78.25757575757576
14,-153.92424242424244
15,-134.05263157894737
16,-141.34722222222223
17,-121.57142857142857
18,-106.75
19,-38.79710144927537
20,-40.515151515151516
21,-74.98550724637681
22,-98.6923076923077
23,-34.743589743589745
24,-38.88405797101449
25,-44.16666666666667
26,-32.827160493827165
27,-85.68333333333334
28,-48.71296296296296
29,-74.6376811594203
30,-54.614583333333336
31,-42.79245283018868
32,-102.6
33,-85.88333333333334
34,-121.66666666666667
35,-57.58888888888889
36,-61.04402515723271
37,7.5058823529411764
38,23.51764705882353
39,533.5
40,34.44705882352941
41,27.6
42,-111.43478260869566
43,-154.19696969696972
44,-78.53030303030303
45,-40.696969696969695
46,-111.43478260869566
47,-40.696969696969695
48,-120.58333333333334
49,-121.38095238095238
50,-82.16129032258064
51,-111.26086956521739
52,-19.368794326241137
53,29.105882352941176
54,73.45882352941176
55,-32.532051282051285
56,25.647058823529413
57,-106.66666666666667
58,-30.333333333333336
59,-63.7283950617284
60,-66.75641025641026
61,-38.536231884057976
62,-40.42424242424243
63,-84.60833333333333
64,22.28235294117647
65,23.058823529411764
66,23.41176470588235
67,29.152941176470588
68,-26.479166666666668
69,-80.375
70,-77.80303030303031
71,-94.98148148148148
72,-43.452991452991455
73,-91.28571428571429
74,15.929411764705883
75,28.51764705882353
76,58.470588235294116
77,71.56470588235294
78,-98.76923076923077
79,-51.43137254901961
80,26.764705882352942
81,-17.517006802721088
82,-64.39506172839506
83,-106.25
84,18.341176470588234
85,72.34117647058824
86,27.96470588235294
87,-88.24137931034483
88,27.647058823529413
89,17.36470588235294
90,14.635294117647058
91,-75.07246376811595
92,-75.2463768115942
93,-71.98611111111111
94,-37.30555555555556
95,-42.20634920634921
96,-141.43055555555557
97,-121.66666666666667
98,-37.47222222222222
99,-98.53846153846153
100,-110.47826086956522
101,-81.84126984126985
102,-37.22222222222222
103,-39.74814814814815
104,0.7791164658634534
105,-106.66666666666667
106,-141.09722222222223
107,-38.79710144927537
108,-95.14814814814815
109,-111.08695652173913
110,-106.66666666666667
111,-35.93333333333334
112,-38.79710144927537
113,-102.52
114,-102.52
115,-125.97530864197532
116,-135.81333333333333
117,-135.81333333333333
118,-71.98611111111111
119,-111.43478260869566
120,-42.492063492063494
121,-111.43478260869566
122,-106.91666666666667
123,-116.36363636363636
124,-116.36363636363636
125,-78.53030303030303
126,-42.492063492063494
127,-116.36363636363636
128,-154.19696969696972
129,-116.36363636363636
130,-78.53030303030303
131,-154.19696969696972
132,-154.19696969696972
133,-40.696969696969695
134,-78.53030303030303
135,-72.23611111111111
136,-72.23611111111111
137,-63.802469135802475
138,-37.30555555555556
139,-141.59722222222223
140,-111.43478260869566
141,-106.91666666666667
142,-42.492063492063494
143,-154.19696969696972
144,-42.492063492063494
145,-111.43478260869566
146,-116.36363636363636
147,-75.2463768115942
148,-69.46666666666667
149,-141.59722222222223
150,-66.52564102564102
151,-113.87777777777778
152,-153.92424242424244
153,-106.83333333333333
154,-71.98611111111111
155,-35.77333333333333
156,-135.65333333333334
157,-135.65333333333334
158,62.49411764705882
159,58.16470588235294
160,62.49411764705882
161,-50.47619047619048
162,-141.59722222222223
163,-36.17333333333333
164,-58.05555555555556
165,-66.44871794871796
166,-88.37719298245615
167,-35.77333333333333
168,-71.81944444444444
169,7.976470588235294
170,-77.78787878787878
171,-63.58024691358025
172,-91.14285714285714
173,-33.8974358974359
174,-54.148936170212764
175,-114.54545454545455
176,-97.84615384615384
177,-110.47826086956522
178,-61.48809523809524
179,-48.93333333333334
180,-101.96
181,-67.62666666666667
182,-45.431372549019606
183,-139.55555555555554
184,533.5
185,-79.75
186,-91.14285714285714
187,-31.61904761904762
188,-112.94444444444444
189,-59.1264367816092
190,-82.09677419354838
191,-61.345238095238095
192,-61.345238095238095
193,-39.96969696969697
194,-91.14285714285714
195,-91.14285714285714
196,-91.07142857142857
197,-61.345238095238095
198,-91.14285714285714
199,-61.345238095238095
