,episode_scores
0,-58.27834646442317
1,-58.260862020902465
2,-58.39634392447821
3,-77.32592926929829
4,-77.21981187192246
5,-58.35511387420483
6,-77.31159570455375
7,-77.29157426358786
8,-58.336137167521294
9,-67.46499683804055
10,-72.48458490222977
11,-95.51807422793416
12,-85.15142422285523
13,-88.64303096008237
14,-42.16830734424741
15,-48.30227413317107
16,-57.2579001513708
17,-39.232688595236816
18,-54.674081980625196
19,-57.952457640638194
20,-36.66886999761306
21,-41.53179437848085
22,-36.5125137697482
23,-64.53631210818416
24,-32.250243020684316
25,-53.75311790119457
26,-67.62784963281092
27,-70.28951767806612
28,-118.01545705935965
29,-127.68659859878342
30,-84.61964356416411
31,-93.07648823534313
32,-123.4761850059676
33,-123.54677410885691
34,-123.59657087605137
35,-123.65202055647137
36,-123.66863849708947
37,-123.66798518713718
38,-123.6342368727644
39,-123.6361661508093
40,-123.61953651540225
41,-93.31654945070444
42,-93.32809288101065
43,-123.54118175998451
44,-93.2927738162734
45,-123.58215459807465
46,-123.5875137956295
47,-153.87235219074336
48,-93.28601008281079
49,-123.50976636000826
50,-69.64093040891152
51,-69.67967888065509
52,-69.49293665708495
53,-69.582557477238
54,-69.6311633753446
55,-123.56035512347316
56,-93.3854482875654
57,-93.41078716309036
58,-123.68721304480798
59,-69.85923502804617
60,-63.196276219430715
61,-123.73651102783965
62,-123.71116827610942
63,-123.71304056996973
64,-103.50750480809798
65,-103.4855439600211
66,-69.80381979238682
67,-123.67412330364411
68,-123.68274656624226
69,-103.44045425686141
70,-103.40474619027165
71,-123.68104775682707
72,-93.34874633991967
73,-123.20620416648092
74,-102.92526585036242
75,-102.88069461311804
76,-123.00489323700565
77,-92.59991256479586
78,-123.02312159756016
79,-92.80157894267072
80,-62.40625051568766
81,-92.8019156221288
82,-123.17601195928884
83,-103.08698001216699
84,-103.1618059437028
85,-103.1880034992147
86,-123.40754947329663
87,-69.49441805586783
88,-136.7694359284129
89,-103.11670028005878
90,-123.15911016965924
91,-69.2649555748805
92,-153.14343854940626
93,-153.26405144142595
94,-136.43437083967444
95,-102.61601760692105
96,-92.52519221725237
97,-84.46919193554677
98,-122.82273955753308
99,-136.21137240728174
100,-111.33264396065648
101,-94.94065599037503
102,-61.73315737863982
103,-94.6896596531895
104,-136.64367485796254
105,-102.80315431885657
106,-77.67475937728194
107,-136.66299397461285
108,-68.82801526021568
109,-77.29169448835891
110,-109.64637912024341
111,-90.70787371224641
112,-92.17637636417115
113,-61.537856482090476
114,-68.63503136158941
115,-136.11559109173874
116,-136.0447803997332
117,-77.1480120179758
118,-77.43843327100343
119,-77.43720056747091
120,-61.845351480101996
121,-68.62672437407889
122,-69.2833736727311
123,-56.97472563407984
124,-103.15240958010332
125,-84.51194695724759
126,-123.32365637506601
127,-69.29141819914997
128,-102.98284091329461
129,-112.42783556204726
130,-102.8840392414008
131,-77.6964774778595
132,-69.2579972627122
133,-103.07590594619346
134,-77.74566372877584
135,-112.25562416469789
136,-170.03670514617662
137,-122.9961679732161
138,-136.61181703705202
139,-77.63318242932492
140,-136.8181436494211
141,-122.87057063305284
142,-62.04638790789592
143,-83.84277597145385
144,-91.96150102959447
145,-138.63736348449967
146,-92.42650642406923
147,-111.94592637858783
148,-70.49985505905435
149,-77.85147753000057
150,-175.1580917728142
151,-88.44600981012488
152,-92.94910860493333
153,-88.02926420126553
154,-92.05331178980688
155,-87.95878964426569
156,-39.073108916442884
157,-65.85796422541365
158,-115.03113743183157
159,-77.29628628740069
160,-55.34752290779714
161,-87.75848755201663
162,-55.73038967544779
163,-91.88737773334364
164,-29.101173870255984
165,-77.7809382289197
166,-82.32978087187534
167,-112.14054703759366
168,-77.74051914900902
169,-62.73137708096514
170,-136.55479486814994
171,-69.4739488760617
172,-136.71193827933212
173,-84.11721607224429
174,-122.6920849189642
175,-103.23333715071111
176,-123.25405008350565
177,-69.53850955636732
178,-103.29172394298595
179,-93.06350548637148
180,-123.7089601260856
181,-123.71493236294809
182,-136.6661797611432
183,-115.60770529306191
184,-68.81065268915998
185,-103.09806064146713
186,-103.29609502962897
187,-103.28462203884332
188,-136.87398351239867
189,-136.79587242734675
190,-69.47709854453507
191,-62.71948114358446
192,-69.60544629736313
193,-123.49925564374443
194,-115.71944954706933
195,-123.43001531517662
196,-139.83092294114684
197,-69.46960012382196
198,-77.88121502471733
199,-123.47148519504917
200,-69.66697605249749
201,-69.75974617507696
202,-69.84337104332918
203,-93.4244508247961
204,-123.50367673167918
205,-112.62707846142422
206,-69.90184342697539
207,-69.86972189296176
208,-103.48841647256056
209,-103.51978014313214
210,-123.68542083559055
211,-103.5195173025302
212,-103.50355615109748
213,-103.46222096358363
214,-103.18531222736972
215,-137.10285012538688
216,-103.4842348431799
217,-69.82924409516149
218,-103.01381144398536
219,-103.02999286442439
220,-112.17953432070198
221,-112.3424773319009
222,-123.22104051946071
223,-69.60446061285904
224,-136.6600482983665
225,-56.02694928003712
226,-91.763366194203
227,-91.7107086864291
228,-41.34396303579445
229,-56.555303355737195
230,-92.27731207966538
231,-122.85928616838706
232,-92.49353904478888
233,-92.51158194658383
234,-68.8190796905041
235,-83.99878680228571
236,-61.83160847536874
237,-61.81092376019675
238,-111.49345325034643
239,-51.91886365738096
240,-102.22992551968423
241,-92.28208673111313
242,-92.26696687311437
243,-92.22151763095853
244,-62.298467769924514
245,-92.24934829187319
246,-62.0279712268273
247,-139.25841208342106
248,-62.30027709253788
249,-92.31656006753802
250,-62.3004788804144
251,-62.01601673029636
252,-62.300502332377604
253,-92.30678429349929
254,-92.3297715066034
255,-61.97979433710212
256,-111.61856519191475
257,-62.24114571646894
258,-111.57054785956576
259,-56.5553875270708
260,-83.87644835440767
261,-83.85948180466752
262,-77.0724003326389
263,-62.35105125778724
264,-92.65136445436562
265,-84.31677408141948
266,-56.69216012058808
267,-84.13121299346541
268,-92.66254445692175
269,-123.05128606893001
270,-93.34278497681768
271,-137.15727375057313
272,-103.34875468059133
273,-123.53363941766403
274,-93.10258849863206
275,-78.10823723712319
276,-69.88961469017026
277,-123.5695816552025
278,-123.51173454072605
279,-77.91646766386967
280,-103.23960817704967
281,-103.19366368059616
282,-103.16713025612668
283,-103.18570125362817
284,-103.15254872165767
285,-103.11329361820725
286,-69.42541423455548
287,-69.35598879314097
288,-69.37545349693818
289,-103.11852089321962
290,-103.13596345690483
291,-69.51064332236791
292,-103.07917200371998
293,-153.49953281114318
294,-62.425232268487136
295,-92.76531069450778
296,-62.37315896720661
297,-111.91495054208526
298,-111.88145268761922
299,-111.86845376587057
300,-62.40887458163593
301,-103.27898625443656
302,-103.12956331844873
303,-103.07572255192578
304,-123.2942460685022
305,-153.6668443499491
306,-56.6494157879786
307,-52.88655849053624
308,-123.43926637809861
309,-69.0070010400742
310,-103.15726829115223
311,-103.2383756188235
312,-123.52086006637603
313,-102.24988382838222
314,-139.43718067030528
315,-114.48232918175866
316,-114.46150225967365
317,-56.92002087421834
318,-111.38075951713175
319,-122.64376483345896
320,-62.18333307608691
321,-102.83228622445783
322,-128.15568148458647
323,-109.81988285174519
324,-62.07801294058453
325,-68.54444412510492
326,-91.90774586978864
327,-83.54307808695279
328,-111.15357082301301
329,-61.489782827091496
330,-91.84008700416385
331,-91.92810091161152
332,-61.66570071665812
333,-61.576794116591756
334,-91.93700510373114
335,-61.690850179670385
336,-83.78276843808082
337,-51.766091442689344
338,-92.2812889898466
339,-111.60286645556099
340,-83.81505134563007
341,-61.51427457308064
342,-61.44516340884339
343,-76.61229031237104
344,-76.5724107769023
345,-94.06837441179974
346,-76.54377066609686
347,-83.48829491767216
348,-91.89653702487331
349,-122.21336986154616
350,-111.15933278662777
351,-68.4796650524071
352,-68.57394871071703
353,-77.24658220082743
354,-92.23327991572913
355,-94.15063624120879
356,-83.81472632279308
357,-68.85386276236797
358,-112.04267926690927
359,-56.85420751103854
360,-69.03889211754607
361,-94.44049970167703
362,-55.950219265470814
363,-136.379721351721
364,-77.37514578296285
365,-65.80018534543403
366,-91.76765400117733
367,-51.68473040232609
368,-61.66385507474915
369,-153.0899139158795
370,-111.72909778755125
371,-170.27270487130434
372,-136.3925494555166
373,-69.07560407385756
374,-122.71424526465803
375,-77.32486107059093
376,-68.76590080301588
377,-111.71846486091114
378,-56.77276789247571
379,-139.4046321355756
380,-56.555879828592765
381,-122.78939532005832
382,-62.153750606914684
383,-62.1529734242509
384,-62.278705211825674
385,-77.51549377200897
386,-153.10164358989897
387,-111.42339341654505
388,-61.813301626737506
389,-76.78432671400041
390,-102.21805668937606
391,-57.39531500763568
392,-76.12124684656824
393,-71.12781275261038
394,-70.56857964697991
395,-55.88162426903675
396,-87.33671177133894
397,-81.532168169288
398,-83.64091123737212
399,-61.57361059121655
400,-95.15635944832525
401,-102.82872140223692
402,-56.10692192506929
403,-102.05595135492824
404,-56.16217973617416
405,-56.59419062415281
406,-102.16512044168628
407,-56.14335214261441
408,-111.5165487074049
409,-68.96475254780746
410,-77.53773236518393
411,-92.6173439550975
412,-94.46154564300119
413,-76.2455436853186
414,-68.90591050126014
415,-68.80393961130802
416,-117.33435436305014
417,-44.89423743855725
418,-61.777600971826715
419,-68.78333021557805
420,-68.65864536185485
421,-68.78908532885579
422,-23.771719413619596
423,-117.11858409328974
424,-68.80047382853773
425,-65.37163968575264
426,-50.99700161486632
427,-47.527892782961665
428,-76.15184379321794
429,-136.62242395950818
430,-69.7630847746725
431,-93.03056650286841
432,-69.38636358790406
433,-69.79061743604892
434,-92.81004479243013
435,-69.57177291748937
436,-69.84032745785059
437,-103.44197298758426
438,-93.38416403180216
439,-103.53211379869636
440,-69.90514825052934
441,-93.46741933824362
442,-112.68257841043099
443,-112.70577550892095
444,-123.72338228356318
445,-103.52758305207578
446,-103.532113793469
447,-63.064364710811034
448,-123.71774069038524
449,-103.53159468019581
450,-103.52845756622332
451,-103.53793472949855
452,-84.08632094231722
453,-101.71568687388223
454,-122.94647267663632
455,-122.87611224067287
456,-102.11512539484478
457,-83.64155091827747
458,-65.81386777192286
459,-61.89108173312125
460,-70.35578242660803
461,-70.77570924989082
462,-47.63075730950348
463,-71.0348111143103
464,-102.05861489579854
465,-61.69092532325023
466,-70.96772544012623
467,-112.04050116170333
468,-84.21932791285074
469,-84.3064111370041
470,-83.72400677867171
471,-111.27182320388302
472,-111.6885921002036
473,-47.7164184533347
474,-62.041905035979006
475,-56.308661898573995
476,-71.14594150454222
477,-84.1354882932097
478,-92.33791690639951
479,-92.66395153623884
480,-122.87595462838392
481,-77.76726237636572
482,-102.86869906539368
483,-92.69690395370871
484,-112.28233504848411
485,-102.52133007390997
486,-71.22519453831882
487,-84.0865780813715
488,-94.6629571565147
489,-122.86504933421308
490,-83.78645269055568
491,-111.53614284798604
492,-102.57388046817701
493,-139.2194557113397
494,-122.92603421135252
495,-84.46716107814306
496,-112.03055450604357
497,-112.0225709390427
498,-139.54571416383808
499,-128.12084944191966
500,-128.03536305357758
501,-153.48926325340904
502,-84.59687886722749
503,-56.81228756811872
504,-102.86561090208556
505,-112.00491968001229
506,-62.59362416511203
507,-128.12242848313093
508,-57.0079430378754
509,-122.6616510646877
510,-65.60338944729695
511,-51.92031850113008
512,-27.6339187845436
513,-33.76682261982209
514,-36.47186668554455
515,-83.7484678411339
516,-44.01527756917506
517,-48.1478896781187
518,-33.9605109645234
519,-25.131538652247414
520,-69.0180265180583
521,-122.75749826482782
522,-123.00769342538247
523,-68.69375458570532
524,-92.93911629165098
525,-115.83727250330736
526,-136.85802303525273
527,-136.79743487861495
528,-68.44764414902983
529,-102.9224187598317
530,-102.70003834720498
