,episode_scores
0,-209.7355112406715
1,-300.2089785505809
2,-366.87404497159673
3,-95.86859041357032
4,-91.88345174606461
5,-287.16617013911866
6,-176.21466003764536
7,-100.2157858465363
8,-275.2102772152223
9,-300.20909729828753
10,-347.57430622849586
11,-275.2056279303551
12,-165.2189065890305
13,-209.73577343284848
14,-146.88327307181032
15,-287.16633995244774
16,-84.83343842575778
17,-104.9775654607413
18,-347.5741171041753
19,-400.2056827603273
20,-366.8739454714542
21,-287.1662925192873
22,-183.54704141600618
23,-254.0579250280024
24,-91.88371293721117
25,-191.51742624461207
26,-287.16620941090895
27,-191.51748759300116
28,-95.8686574032872
29,-209.73522199396643
30,-244.65649823816346
31,-400.2054872056314
32,-366.8737449034186
33,-183.54715095745135
34,-191.51728782010528
35,-84.83365522614972
36,-287.16655181714464
37,-209.73528352345195
38,-300.20895898412385
39,-176.21417335788283
40,-220.2107724826757
41,-244.65666500100002
42,-227.80001910867898
43,-287.1663087965806
44,-440.2032450237577
45,-95.86877114261472
46,-176.21439422923075
47,-213.11910713218563
48,-209.73505289717764
49,-366.8705020908329
50,-314.49325772128805
51,-231.7882228521063
52,-231.79729911237834
53,-183.5506625424765
54,-352.2080830989713
55,-95.8687208247152
56,-244.65673192553425
57,-84.8324044081071
58,-235.92604864002752
59,-43.355990506461936
60,-264.21042942071944
61,-91.88317332118551
62,-366.8734314775657
63,-244.65692899405525
64,-191.51722428353173
65,-300.20875451147106
66,-100.21569795194446
67,-157.3585268337566
68,-254.05724206737463
69,-326.13523889137673
70,-287.165734644083
71,-191.5167753141172
72,-264.21072431819664
73,-84.83365990860369
74,-191.51874288235842
75,-220.21801739538924
76,-84.83349690527157
77,-163.17798972069673
78,-88.21720934571192
79,-254.0578798492421
80,-235.92754948915052
81,-314.4960584597961
82,-81.69899012362727
83,-314.4955294599467
84,-169.44518707392612
85,-235.92716073613897
86,-169.4450656855977
87,-326.135558570363
88,-81.69889109583845
89,-287.16575257723713
90,-183.54628248477442
91,-227.799696428802
92,-146.88276418580816
93,-157.3577337391076
94,-227.7995344432908
95,-91.88338879593049
96,-165.21681569616095
97,-88.21707849228505
98,-91.88341503643909
99,-91.88285645121114
100,-163.1777241730036
101,-176.21381298463257
102,-264.2108222880105
103,-264.2112016782262
104,-314.4931697360912
105,-142.15134423127998
106,-163.1774867249997
107,-81.6986345295657
108,-88.21662187897773
109,-157.35797852715385
110,-326.13530452316894
111,-235.92736450543453
112,-76.08031929316014
113,-81.69941157168621
114,-73.55261591008397
115,-84.83313778026755
116,-95.86891007852196
117,-176.21573260103594
118,-191.51794830319432
119,-183.5462139054023
120,-104.9771756379935
121,-330.207227509871
122,-366.8707298462731
123,-366.87120356168475
124,-95.86870632913455
125,-244.65761817918295
126,-110.21540705081445
127,-169.44570338332966
128,-110.21443505447007
129,-200.21229882158931
130,-163.17888286090033
131,-220.21484112491345
132,-200.21251649106188
133,-220.2129998685346
134,-264.21055414830766
135,-326.13488781980664
136,-142.15166603326855
137,-238.04704638337762
138,-122.44520649214692
139,-244.65633632865598
140,-200.21208960330534
141,-0.2129028792284208
142,-287.16399076344965
143,-169.44244934823854
144,-0.21852867591946287
145,-100.21582198407314
146,-366.8737600190099
147,-191.5175849056474
148,-287.1663577602998
149,-104.97685094950464
150,-104.97685132454002
151,-104.97684676102931
152,-300.2087533300137
153,-366.8741585545578
154,-183.54693324337578
155,-191.51755921776265
156,-104.97684970164494
157,-104.97685138584299
158,-287.1663323580849
159,-104.9768513558665
160,-287.1663228634093
161,-287.16633512889837
162,-104.97685138358156
163,-183.54702429926496
164,-183.54700921932508
165,-191.51741138328615
166,-183.54692671016096
167,-95.86871152941582
168,-275.2105103812547
169,-275.2102388230243
170,-275.210255120192
171,-275.21024957655845
172,-275.2102383925635
173,-275.21034655141494
174,-287.1662550781696
175,-183.54685464742582
176,-91.88350573557994
177,-183.54685707689825
178,-91.88349421743777
179,-91.88350361213425
180,-91.8834512835697
181,-183.54686118658847
182,-183.54685729880268
183,-183.54685972261666
184,-183.54685748568252
185,-183.54686826331306
186,-314.4954327905686
187,-183.54757554430466
188,-183.546797514024
189,-84.83275258830174
190,-78.78933387286267
191,-71.18015752297117
192,-157.35886706328915
193,-254.05746756675606
194,-183.5471705945722
195,-122.44079583068007
196,-254.05807117585192
197,-163.17790745369786
198,-129.62495493477866
199,-84.83254022760053
200,-183.5462528718691
201,-151.93963933528144
202,-176.21318493211848
203,-173.8970329700441
204,-50.21826495237428
205,-0.22080196357930132
206,-87.06270873634237
207,125.52273063030833
208,183.14438000473353
209,-338.6705831382928
210,-183.54683937271747
211,-264.21130303261884
212,-91.88343403942974
213,-264.2112393974365
214,-183.54685145932805
215,-91.88347430429435
216,-264.2112822991369
217,-264.2112236882565
218,-91.88338825093054
219,-183.54683899820455
220,-176.21424565631915
221,-91.88350257153992
222,-264.211135769567
223,-84.83309796619764
224,-244.65710568602003
225,-244.6569615203803
226,-137.71841682694912
227,-244.65523388641455
228,62.66414248607181
229,-0.21302613309717078
230,183.14456398336665
231,-31.190461290109994
232,-264.21128430016324
233,-275.21032991903377
234,-91.88349796004115
235,-91.88348427210788
236,-183.5468498213203
237,-183.54686313326093
238,-183.54685750915849
239,-254.05816310909378
240,-95.86824570655035
241,-183.5468905028232
242,-183.54687175037589
243,-352.2080864459291
244,-183.54685470291227
245,-176.2144197427642
246,-91.88341797333966
247,-275.21024401759183
248,-176.2143530709681
249,-176.21430318033782
250,-110.21888863778486
251,-0.2143256581504137
252,-0.21913023624621714
253,-91.88362325304091
254,-91.88331063950125
255,-244.6562366854962
256,-81.69902043846658
257,-163.17762992320374
258,-338.6709594169415
259,-227.79918015187278
260,-176.21413816545032
261,-264.21224963467904
262,-0.2138265390310211
263,-326.13466832794023
264,-244.65581988044298
265,-235.92693904257885
266,-169.44472056175817
267,-157.35807009459728
268,-183.5469019262134
269,-183.54706353052617
270,-183.54688401084513
271,-183.54685860447273
272,-91.88349906978124
273,-91.88349941028049
274,-183.54685734969203
275,-183.5468702424864
276,-91.88349954220392
277,-183.54685492425946
278,-326.13540769048564
279,-264.20950059733514
280,-0.20088243464012864
281,-220.21264751680786
282,-200.2156749780293
283,-163.17756930985814
284,-163.17755994272642
285,-163.17753352114934
286,-235.92689667193048
287,-303.65889060137283
288,-275.2099065496486
289,-227.7995822708125
290,-191.51728635251985
291,-0.20170908841594976
292,-235.92664623113984
293,-200.2120860489399
294,-137.71340757365877
295,-254.05619910516296
296,-188.78579790458832
297,-220.21365750953805
298,-26.733676460935982
299,-163.17760978317327
300,-169.4457874876086
301,-127.13866546419041
302,-191.5151918037732
303,-176.21343336159094
304,-88.21637682401564
305,-84.8308678042834
306,-188.78940143060942
307,-163.17723754981455
308,-163.17752387879816
309,-68.96909088938325
310,-227.7978859309968
311,-303.6584597695747
312,-146.88300057409364
313,-81.69892213789464
314,-163.1776796550206
315,-163.17758233378024
316,-244.65607591297683
317,-81.6990213382914
318,-163.17756773644632
319,-163.17757850813942
320,-163.17756870599922
321,-81.69905988175653
322,-314.4955510510557
323,-163.1775086494802
324,-163.17760670088907
325,-163.17759510794124
326,-244.65613306050506
327,-163.17761414375488
328,-163.1775825206263
329,-213.11744881070655
330,-73.5521846339137
331,-76.08022452338246
332,-244.6562356709849
333,-338.67002076522397
334,-76.08017055812296
335,-235.9267201810209
336,-176.21289546923967
337,-220.2134387476632
338,-200.21167472854196
339,-235.92656101401843
340,-73.55226882055884
341,-100.21512825307869
342,-163.17809471264917
343,-183.54684644974893
344,-95.86816303322838
345,-191.51656421930613
346,-169.44550350996786
347,-244.65659812305287
348,-200.21258848762747
349,-157.36105799073627
350,-326.13579834293677
351,-227.80056712508457
352,-0.24277580609818297
353,-143.70073198482996
354,-133.54817295018228
355,-143.70017859857242
356,-275.209887365251
357,-88.21715144287478
358,-382.8140801482088
359,-163.17727347359963
360,-157.35963762096705
361,-225.85612817015607
362,-254.05757518961445
363,-235.92729080763897
364,-284.083136882385
365,-137.71766341297413
366,-244.65645817426582
367,-44.22061954556712
368,-135.60156988913937
369,-127.13936509146507
370,-200.21378071943556
371,-153.70881180335982
372,-84.83211901186448
373,-122.44239483415183
374,-463.35971685105915
375,-330.20660893723164
376,-200.21235577341258
377,-191.51748028352588
378,-71.1877726442814
379,-220.21556717361904
380,-326.13638491202414
381,-338.66968708325237
382,-275.2138540387873
383,-76.080328011084
384,-176.21438174283475
385,-122.43919155736707
386,-314.4927705353037
387,-104.9778862293376
388,-338.67117611089395
389,-100.21457771680348
390,-129.63213859455044
391,-129.6296020808899
392,-244.65705370298224
393,-200.21181000921263
394,-264.2113081367833
395,-200.2115384339033
396,-200.21203847781698
397,-183.5466861231255
398,-287.16533491644117
399,-206.46497654053408
400,-116.00931993316654
401,-264.21071087973445
402,-200.2152369768993
403,-84.8323959835422
404,-88.21660433218076
405,-183.54678083677254
406,-183.5468999350569
407,-183.54684970978565
408,-183.54684120918532
409,-91.8834667078389
410,-91.88348811360828
411,-183.54670404756254
412,-352.208118937074
413,-264.2111905368771
414,-264.2112694527846
415,-183.54707572049378
416,-338.6703051355727
417,-88.21717767972956
418,-176.21395478694075
419,-338.6702326255679
420,-338.6704147970157
421,-275.21012485280227
422,-338.6701369776474
423,-157.3588196911017
424,-176.2139525585023
425,-91.88332385133036
426,-264.2109967902704
427,-176.21401422559498
428,-176.21404499438566
429,-169.44556769576124
430,-338.67030167401276
431,-183.54655124856268
432,-163.1784596202124
433,-95.86818019002976
434,-264.2110831926256
435,-191.51693752815805
436,-254.05823419813098
437,-183.54754404367154
438,-209.73515633717466
439,-95.86866213047651
440,-287.1665191129173
441,-287.16618124410513
442,-169.44559003590072
443,-235.92752230939126
444,-200.21248517690822
445,-287.16630642030543
446,-95.86813350907643
447,-200.21207576917087
448,-366.87340719292155
449,-78.79015092065062
450,-95.8681061481963
451,-264.21105017315256
452,-176.21391199307095
453,-176.2135845074824
454,-95.86809081430184
455,-303.65911066312344
456,-157.35844003829993
457,-183.5469317425652
458,-264.21138347465853
459,-366.8739498909935
460,-314.4957776154063
461,-244.65656863105895
462,-76.08092634452917
463,-338.67067124439774
464,-191.51773639252013
465,-84.83327314743454
466,-100.21576276219034
467,-209.735104645038
468,-254.0577628699918
469,-157.3585717875212
470,-254.05778671652968
471,-244.65668750549574
472,-163.17812759479963
473,-84.83268454014589
474,-235.92732343443996
475,-244.65661746720593
476,-244.656426456796
477,-235.9271559085332
478,-227.79970597497248
479,-200.2122805746998
480,-176.2136356979094
481,-235.92698268922445
482,-254.05767113012413
483,-176.21381912740236
484,-244.65652736423215
485,-264.2109796972346
486,-151.9397672434529
487,-235.9270332443638
488,-81.69883732690023
489,-151.93996428874172
490,-95.86808830046171
491,-338.6711496980201
492,-81.69824830996151
493,-200.21169484147242
494,-151.94141970580225
495,-220.2150160462194
496,-146.88291888073834
497,-173.90220596004966
498,-235.9269999168002
499,-163.17786076112276
500,-235.92699204842634
501,-157.35824667132923
502,-235.9269025271714
503,-235.92699080534834
504,-151.9397003342265
505,-235.9269894267637
506,-227.79921845865226
507,-235.92691906944626
508,-78.78934762888032
509,-235.92693989086882
510,-235.92684564823526
511,-157.35821048884395
512,-235.92682198441955
513,-235.92698895234616
514,-235.92696813184855
515,-146.8827827863839
516,-206.46428703318708
517,-104.97665502142655
518,-275.21010435405157
519,-352.2078842586745
520,-266.87933612377543
521,-293.54444906358924
522,-209.73472353927679
523,-88.21678943034347
524,-151.94020656685197
525,-151.94004549772873
526,-220.21377274383056
527,-76.08054343699582
528,-169.44533884206854
529,-235.92713098188398
530,-81.69921285804647
531,-314.4956625601588
532,-84.83250315729593
533,-163.17778541586523
534,-61.331039496062736
535,-125.93217451364414
536,-213.11714856642885
537,-235.92698929681913
538,-78.78957670790747
539,-235.92691530349808
540,-163.1780398466408
541,-81.69924927416889
542,-254.05730801272358
543,-200.21204217469946
544,-0.2171796417555567
545,-157.3594944332379
