,episode_scores
0,-196.55476857342435
1,-196.541108187304
2,-196.57146321242746
3,-196.53474836044418
4,-196.55527744712663
5,-138.30432919226988
6,-196.55624341866357
7,-196.5555964332165
8,-196.5646673563122
9,-196.55894776037684
10,-196.56460016588218
11,-196.55199025309386
12,-181.29942732166023
13,-208.68873504406517
14,-83.8444276864855
15,-102.70599932420292
16,-214.2371213024362
17,-149.88622962883943
18,-194.27430091740416
19,-111.66555368846541
20,-138.39207360639094
21,-165.30866551969982
22,-216.5630257703886
23,-164.85107929839222
24,-139.12861041420285
25,-103.92586114818346
26,-224.9372988499562
27,-135.74200412394143
28,-164.66381480930588
29,-112.78882172125277
30,-103.19851040852126
31,-181.54211665937424
32,-166.08813818037737
33,-182.4687376126907
34,-214.1453285108605
35,-268.4968916166406
36,-265.65398705238255
37,-180.3543363498527
38,-239.0529426650911
39,-238.01146919367804
40,-123.06408587146191
41,-197.43219953357757
42,-111.52388535634836
43,-180.15635300747752
44,-150.18746127958855
45,-164.8341657830153
46,-124.6786404573383
47,-124.55273535059213
48,-216.2975383472586
49,-216.4544743611943
50,-216.50951843064314
51,-216.4648830170949
52,-197.0545915898423
53,-112.95994258785572
54,-113.35622458870807
55,-164.97255052214106
56,-216.69190987473272
57,-216.6314015713105
58,-124.90785686662772
59,-268.2437838608905
60,-182.27647391674998
61,-182.21535022368664
62,-239.39439373545727
63,-182.07145585846408
64,-124.62856650753108
65,-244.25430864912298
66,-85.08481567761737
67,-166.65541759258883
68,-113.63120761720829
69,-162.94551581350413
70,-162.97727473395406
71,-162.93780857846392
72,-162.92430059848704
73,-163.04828019848927
74,-163.00271240448058
75,-163.0495054768411
76,-163.1316195486534
77,-162.93198218075628
78,-214.8520646629088
79,-214.9013491949152
80,-163.36593488106277
81,-163.80933596503036
82,-163.5604262431321
83,-164.10602880037044
84,-215.65027458416483
85,-215.19199855181824
86,-215.1110968474884
87,-215.22035657033751
88,-163.18050397595275
89,-214.8850662744547
90,-163.2120644413896
91,-163.21181655639862
92,-214.69098937565386
93,-214.63457431958622
94,-162.98719630805982
95,-179.34556429199614
96,-195.95504365673108
97,-313.17235871730406
98,-177.77707334170782
99,-133.26508042603288
100,-135.9511941993072
101,-267.2649534870694
102,-175.32922680784807
103,-179.18643116969022
104,-178.75997172688062
105,-176.78093486245038
106,-138.68057457682963
107,-135.2448057789824
108,-196.4143459714149
109,-205.70039973367037
110,-146.79091930483355
111,-267.1363766442011
112,-197.38975545402783
113,-197.3019672873581
114,-160.90928724482347
115,-121.24568784976545
116,-120.38359198175782
117,-211.31298248549257
118,-159.66609355634165
119,-222.66544177943229
120,-237.23425636541165
121,-239.40479485425254
122,-239.66329499766744
123,-239.63201524425182
124,-239.72818267986622
125,-239.83185731589225
126,-182.5608911696351
127,-239.08949604292982
128,-125.2695099950169
129,-122.43858829525715
130,-158.42076681441344
131,-214.41739510417446
132,-121.58254677047363
133,-216.12776751071198
134,-216.77113720845836
135,-180.50683410383718
136,-181.03377478394123
137,-122.49645994860592
138,-216.28110996042182
139,-236.68395535979582
140,-122.28637068843136
141,-122.53359904758206
142,-180.74514917568925
143,-179.6171782984997
144,-180.14320383046453
145,-179.46338628196978
146,-214.26116643825463
147,-266.30051069531044
148,-197.7328487037766
149,-167.77864629070748
150,-108.50771236088369
151,-136.22388848467648
152,-95.7604078174313
153,-120.17928917573447
154,-213.37894582173945
155,-124.27691743224104
156,-180.85863008592847
157,-179.75709411192312
158,-179.94651340684044
159,-180.26901974748438
160,-157.25368800273026
161,-116.82527938419669
162,-170.79908171063403
163,-142.36392035990946
164,-158.09841295449877
165,-120.42633173492575
166,-210.35749608210784
167,-159.526513293233
168,-121.01961338757863
169,-234.43360535254078
170,-121.80637250794864
171,-176.88325738119605
172,-214.51984704039597
173,-179.57493275544
174,-122.01278246463838
175,-200.90282638875146
176,-201.28169115472267
177,-265.0629291494856
178,-236.39522999683882
179,-211.64498870846577
180,-177.1768299769211
181,-110.65753910440745
182,-192.38330710275142
183,-151.0486157777197
184,-160.80423419954002
185,-131.58802871039853
186,-239.76587228899047
187,-180.06180942584834
188,-136.33105752936612
189,-200.816814394605
190,-201.5200802469054
191,-180.80354085380884
192,-201.4006593357416
193,-137.40746753497814
194,-123.54645677595828
195,-163.48123388672784
196,-122.98369640589368
197,-237.1927406918683
198,-237.11783599742589
199,-237.29328147078184
200,-236.83369391787832
201,-179.39955323667468
202,-179.40240444214146
203,-179.42329514287746
204,-179.44060414287947
205,-236.82161008052879
206,-237.55582468610066
207,-162.63101396938947
208,-195.23628410499077
209,-164.9271081920338
210,-124.64876661856053
211,-119.9709460411156
212,-120.31918721045125
213,-181.24574128007683
214,-96.05039556811107
215,-110.4652568486068
216,-235.34390075547714
217,-155.96906442460258
218,-267.05765741846415
219,-200.71310870405478
220,-236.6340041747162
221,-176.93968706744423
222,-213.34949118448043
223,-215.24983972338322
224,-134.8653179013126
225,-201.95677496675165
226,-267.83416949382064
227,-103.57099262351886
228,-181.4566937633207
229,-181.39127285604076
230,-215.8551247985444
231,-181.06659721254522
232,-215.01211254101662
233,-123.37721788432711
234,-215.56412439748982
235,-214.73109891882686
236,-214.76065766269375
237,-215.11104689470577
238,-180.18285794179707
239,-180.14034530797846
240,-214.3509672774313
241,-162.45626614180713
242,-214.2917082295312
243,-123.21961137216087
244,-180.08316721428994
245,-162.60146747199732
246,-224.00892057631134
247,-195.86838234769039
248,-93.90755616042834
249,-110.38176578234065
250,-98.8060859525692
251,-109.52635893590862
252,-162.39594097987265
253,-160.16281123955838
254,-108.83316867146152
255,-163.56446537650697
256,-214.94812651944767
257,-162.6255611619416
258,-179.46942676413204
259,-122.94487162780017
260,-181.25489130574837
261,-179.62137422683136
262,-163.15217595757773
263,-179.8183668786716
264,-180.19220157251567
265,-180.18998586767046
266,-122.6709217607873
267,-122.50996115424911
268,-122.96012525097824
269,-180.4066683191608
270,-122.58870596813452
271,-122.46339932409855
272,-122.49624583236967
273,-214.34512160681925
274,-214.61824062085824
275,-122.77895737045826
276,-266.1203866036157
277,-180.3923510565986
278,-180.23607163634392
279,-179.72879499901688
280,-180.39377762352817
281,-214.55535182753943
282,-181.3387980146421
283,-181.66395329838355
284,-181.45463689474136
285,-124.02923470768665
286,-123.53147845068686
287,-179.98696056250338
288,-124.45659749982921
289,-125.22537061306313
290,-112.94209410551575
291,-110.31434065587841
292,-145.93543727269773
293,-267.0142134910214
294,-212.18341338540435
295,-123.14342658327193
296,-214.8802999222349
297,-180.2665429150811
298,-122.15436516950133
299,-179.19682221179596
300,-121.12332225982772
301,-121.25017585012375
302,-178.78429602513427
303,-124.21078718794368
304,-123.1516986150733
305,-123.52211055307187
306,-179.8276579378891
307,-161.054653641056
308,-215.64998281459253
309,-266.4411983261474
