,episode_scores
0,-179.42857142857142
1,-179.42857142857142
2,-179.42857142857142
3,-197.01960784313727
4,-179.42857142857142
5,-179.42857142857142
6,-179.42857142857142
7,-179.42857142857142
8,-179.42857142857142
9,-179.42857142857142
10,-70.48611111111111
11,-111.91111111111111
12,-61.095238095238095
13,-193.46153846153845
14,-321.35897435897436
15,-129.12820512820514
16,-84.58333333333334
17,-334.03333333333336
18,-334.23333333333335
19,-152.96969696969697
20,-153.15151515151516
21,-168.36666666666667
22,-210.33333333333334
23,-252.0
24,-187.1851851851852
25,-153.69696969696972
26,-335.23333333333335
27,-229.36363636363637
28,-187.1851851851852
29,-187.1851851851852
30,-335.23333333333335
31,-335.23333333333335
32,-168.56666666666666
33,-229.1818181818182
34,-168.56666666666666
35,-153.33333333333334
36,-279.36111111111114
37,-278.86111111111114
38,-209.66666666666666
39,-304.4848484848485
40,-168.56666666666666
41,-335.43333333333334
42,-252.4
43,-229.72727272727272
44,-305.39393939393943
45,-238.73809523809524
46,-305.39393939393943
47,-169.16666666666669
48,-169.16666666666669
49,-252.4
50,-280.1111111111111
51,-229.1818181818182
52,-169.16666666666669
53,-141.13888888888889
54,-229.72727272727272
55,-169.16666666666669
56,-169.16666666666669
57,-210.83333333333334
58,-169.16666666666669
59,-252.4
60,-381.06060606060606
61,-154.06060606060606
62,-154.06060606060606
63,-154.06060606060606
64,-229.72727272727272
65,-130.82051282051282
66,-141.47222222222223
67,-141.47222222222223
68,-240.5952380952381
69,-300.0476190476191
70,-130.82051282051282
71,-168.36666666666667
72,-228.63636363636363
73,-279.8888888888889
74,-223.15555555555557
75,-257.02564102564105
76,-167.56666666666666
77,-228.0909090909091
78,-140.13888888888889
79,-210.27083333333334
80,-186.2962962962963
81,-251.6
82,-279.44444444444446
83,-314.0
84,-304.8484848484849
85,-168.56666666666666
86,-371.9259259259259
87,-279.6666666666667
88,-279.6666666666667
89,-335.23333333333335
90,-380.69696969696975
91,-168.96666666666667
92,-305.03030303030306
93,-153.69696969696972
94,-313.0625
95,-349.3888888888889
96,-169.13333333333333
97,-169.13333333333333
98,-372.3703703703704
99,-210.16666666666666
100,-187.12962962962965
101,-312.5
102,-86.35087719298247
103,-370.5925925925926
104,-165.26666666666668
105,-313.5
106,-58.91666666666667
107,-209.70833333333334
108,-185.85185185185185
109,-371.7037037037037
110,-152.60606060606062
111,-129.5897435897436
112,-304.1212121212121
113,-250.4
114,-250.2
115,-93.87037037037038
116,-197.1372549019608
117,-209.20833333333334
118,-334.23333333333335
119,-208.95833333333334
120,-334.23333333333335
121,-122.9607843137255
122,-193.92307692307693
123,-120.11904761904762
124,-146.2941176470588
125,-55.22222222222222
126,-118.33333333333333
127,-331.03333333333336
128,-332.43333333333334
129,-137.22222222222223
130,-371.7037037037037
131,-186.51851851851853
132,-276.86111111111114
133,-248.8
134,-378.69696969696975
135,-184.96296296296296
136,-103.16666666666667
137,-206.95833333333334
138,-275.8888888888889
139,-247.6
140,-335.03333333333336
141,-186.96296296296296
142,-186.51851851851853
143,-277.0
144,-250.6
145,-248.0
146,-225.1818181818182
147,-225.36363636363637
148,-249.4
149,-228.45454545454547
150,-279.86111111111114
151,-117.83333333333334
152,-335.43333333333334
153,-187.1851851851852
154,-248.2
155,-210.5
156,-279.86111111111114
157,-279.86111111111114
158,-153.69696969696972
159,-305.03030303030306
160,-305.03030303030306
161,-240.30952380952382
162,-349.22222222222223
163,-210.5
164,-141.13888888888889
165,-153.51515151515153
166,-279.69444444444446
167,-258.2564102564103
168,-239.45238095238096
169,-198.07843137254903
170,-304.6666666666667
171,-304.4848484848485
172,-239.73809523809524
173,-193.76923076923077
174,-187.35185185185185
175,-104.66666666666667
176,-210.66666666666666
177,-240.45238095238096
178,-279.8888888888889
179,-334.03333333333336
180,-314.25
181,-386.46153846153845
182,-192.23076923076923
183,-277.8888888888889
184,-180.28571428571428
185,-279.22222222222223
186,-372.14814814814815
187,-279.22222222222223
188,-303.39393939393943
189,-257.7948717948718
190,-371.03703703703707
191,-279.22222222222223
192,-167.11666666666667
193,-277.44444444444446
194,-379.24242424242425
195,-185.62962962962965
196,-314.5
197,-332.83333333333337
198,-79.36507936507937
199,-66.26666666666667
200,-250.8
201,-252.2
202,-277.69444444444446
203,-314.25
204,-332.6333333333333
205,-184.2962962962963
206,-276.77777777777777
207,-304.4848484848485
208,-223.6888888888889
209,-180.0
210,-168.46666666666667
211,-198.07843137254903
212,-140.63888888888889
213,-257.64102564102564
214,-304.8484848484849
215,-250.0
216,-105.41666666666667
217,-168.86666666666667
218,-301.75757575757575
219,-190.69230769230768
220,-227.9090909090909
221,-185.40740740740742
222,-303.93939393939394
223,-165.56666666666666
224,-335.43333333333334
225,-280.02777777777777
226,-278.02777777777777
227,-332.6333333333333
228,-184.07407407407408
229,-371.2592592592593
230,-319.8205128205128
231,-125.525
232,-67.94444444444444
233,-84.64957264957265
234,-68.15277777777779
235,-61.6
236,-87.6140350877193
237,-114.73563218390805
238,-305.21212121212125
239,-118.61904761904762
240,-0.9647058823529412
241,-0.9647058823529412
242,-305.21212121212125
243,-279.44444444444446
244,-191.92307692307693
245,-168.36666666666667
246,-418.5416666666667
247,-313.5
248,-380.69696969696975
249,-2.447058823529412
250,-0.9647058823529412
251,-23.538095238095238
252,-2.7529411764705882
253,-28.416666666666668
254,-249.4
255,-96.72380952380952
256,-279.0
257,-105.66666666666667
258,-152.96969696969697
259,-58.76836158192091
260,-61.79166666666667
261,-21.86178861788618
262,-193.6153846153846
263,-167.93333333333334
264,-105.35416666666667
265,-276.77777777777777
266,-301.57575757575756
267,-46.85454545454545
268,-152.96969696969697
269,-153.33333333333334
270,-140.55555555555557
271,-279.27777777777777
272,-137.13888888888889
273,-210.33333333333334
274,-256.71794871794873
275,-153.69696969696972
276,-279.8888888888889
277,-380.69696969696975
278,-250.8
279,-257.02564102564105
280,-180.14285714285714
281,-120.54761904761905
282,-180.14285714285714
283,-180.14285714285714
284,-180.14285714285714
285,-180.14285714285714
286,-180.14285714285714
287,-180.14285714285714
288,-120.69047619047619
289,-180.14285714285714
290,-129.74358974358975
291,-223.95555555555558
292,-245.3921568627451
293,-279.44444444444446
294,-115.63218390804599
295,-2.0470588235294116
296,-2.070588235294118
297,-2.070588235294118
298,-2.0470588235294116
299,-0.9411764705882353
300,-240.0952380952381
301,-121.19047619047619
302,-187.40740740740742
303,-228.27272727272728
304,-279.8888888888889
305,-152.60606060606062
306,-73.07246376811595
307,-97.06666666666668
308,-257.94871794871796
309,-239.80952380952382
310,-358.7142857142857
311,-358.7142857142857
312,-477.61904761904765
313,-358.7142857142857
314,-251.8
315,-168.51666666666668
316,-146.1449275362319
317,-113.45454545454545
318,-186.74074074074076
319,-209.95833333333334
320,-186.96296296296296
321,-186.74074074074076
322,-209.33333333333334
323,-68.31944444444444
324,-70.08571428571429
325,-41.94166666666667
326,-0.7294117647058823
327,-14.672514619883042
328,-37.765151515151516
329,-16.81159420289855
330,-68.66666666666667
331,-167.61666666666667
332,-56.95348837209303
333,-31.60897435897436
334,-250.8
335,-29.93939393939394
336,-0.611764705882353
337,-2.0470588235294116
338,-2.070588235294118
339,-2.070588235294118
340,-2.0470588235294116
341,-2.070588235294118
342,-2.070588235294118
343,-2.070588235294118
344,-2.070588235294118
345,-2.070588235294118
346,-2.070588235294118
347,-2.070588235294118
348,-2.0470588235294116
349,-10.627705627705629
350,-93.5925925925926
351,-207.0
352,-34.952380952380956
353,-146.1764705882353
354,-19.712121212121215
355,-2.0470588235294116
356,-0.47058823529411764
357,-68.5
358,-334.6333333333333
359,-194.23076923076923
360,-359.0
361,-279.8888888888889
362,-279.52777777777777
363,-334.83333333333337
364,-359.0
365,-240.0952380952381
